,rating,employee_type,review,pros,cons,date,job title
8945,4.0,"Current Employee, more than 10 years",Good Company,"Good hours, nice people, face paced environment, good training, customer relationships, good benefits","Repetitive, slow career growth, little down time",2019-12-06, Service Manager II
8946,4.0,Former Employee,Okay,Promotions and growth are priority from the moment of hire,Sales tactics and pressure from upper management,2019-12-07, Anonymous Employee
8947,2.0,"Current Employee, more than 5 years",Licensing Program,They give you an opportunity to pursue your licenses.,"Management/HR are very deceiving when it comes to the licensing program. They tell you they give you a 60 day window (2 months) to study and take the test. They also say be sure not to study on your own time or have any overtime because they will not pay you outside Monday-Friday within operating hours. What they dont tell you is, they dont care for you to pass, they really cut short your time by counting the days by calendar days not by business days. If you don't feel ready or prepared to take the test they will not allow you to extend the time frame, and the PassPerfect program you utilize is mandatory. They will not expense for you to use Kaplan or any other service. Studying for a Series 6,63,65 takes a lot of time to study for and FINRA allows a 90 day window just to prepare and study for one exam.",2019-12-19, Licensed Relationship Banker
8948,4.0,"Former Employee, more than 1 year",Greet Experience,"Work hours
Environment
Internal controls 
Training
Staff
Benefits","PTO Request
Customers
Flexibility 
Customers
Time management 
Activeness",2019-12-05, Cashier/Barista
8949,4.0,Current Employee,Great,Great company overall to work for,I can't think of anything,2019-12-05, Project Manager
8950,4.0,"Current Employee, more than 8 years",Great culture,"- culture
- promote often from within
- lots of lines of business to get into 
- work/life balance",-management plays huge role in your Work/life balance,2019-12-06, Vice President Sales
8951,3.0,"Former Employee, more than 10 years",Challenging but rewarding work,"Good benefits, excellent training, and fair pay.","Reactive management,  very little discretion in decision making, very demanding business partners, adequate staffing is always a challenge and competing demands for your attention--so basically the same as anywhere else.",2019-12-19, Branch Manager II
8952,5.0,"Current Employee, more than 3 years",Changes have been fantastic,"Managers are trained to help you succeed and develop a career path and help set you up to exceed. There are many training platforms that you can take if you wish. You can job shadow in a different dept. to see if its what you really want to apply for. There are no longer any sales goals. They are rated by reviews and putting the customer first. It is a very customer sentric company now. In the retirement center they were fantastic, understanding of any learning curve new associates have. You are helped by teammates as well as management. The amount of time my manager spent with me was shocking compared to other companies. You actually looked forward to them stopping by instead of dreading it. You are not yelled at for a mistake at all. I Love this company. I only left because my boyfriends father got leukemia in Arizona. I can reapply and come back, but I am moving.

Their benefits are spectacular. in addition to your PTO they also provide you with 2 additional days to use on personal holidays for those of us that celebrate other holidays, you also get 2 more days to use for volunteering (can even be to supervise a school trip with your kid!). You also can use your PTO whenever you want, it does not have to accrue (Unless you quit and have used more than you have technically earned, then you have to pay back what the difference is, obviously.) I can't say enough good about Wells. I was Anti-Wells and pissed at them for a long while. They have really turned around!","FMLA with any company only covers blood relatives or official in-laws.  The data entry dept is still (personnel mentality wise) is still stuck in the dark ages. They yell at you, you are not allowed to talk, very goal oriented and if you meet your daily goal early in the day, you are automatically handed more work and then made to stay late. I do not suggest Data entry at all for wells fargo. I loved the work, but the team in that area alone was torture. I barely made it a year (you have to stay a year before you can transfer out of the department).",2019-11-30, Retirement Plan Specialist
8953,4.0,"Former Employee, more than 10 years",Great,"Experience, stable employment and family",Salrary increase is done department wise,2019-12-04, Fraud Analyst
8954,4.0,"Current Employee, more than 1 year",Change for the Better,Compensation is good compared to other banks,Systems go down on a regular basis,2019-12-05, Branch Manager
8955,4.0,"Former Employee, more than 5 years",Business Banking,"Great Office Environment, competitive products and pricing, opportunity for career advancement","Poor upper management, Company brand was being destroyed for bad sales practices, bad experience in retail banking",2019-12-03, Business Relationship Manager
8956,4.0,"Former Employee, more than 1 year",Fun demanding Job,"Good base pay, don't have to sell anything",Can get busy and understaffed,2019-12-03, Bank Teller
8957,4.0,Current Employee,Xxxxxx,Benefits salary benefits salary flexible,High turn over Lack of communication,2019-12-03, Compliance
8958,4.0,"Former Employee, more than 10 years",Great company with great benefits,"Excellent benefits, paid time off, holidays. People are great to work with.",Hard to get large pay increases if you staying with the company too long. Merit increase average 2%.,2019-12-03, Digital Consultant
